Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Day,Day_name,week,month,Total Claim Amount
WC21120,California,1,1,College,1/11/11,1,1,2,Married,L1,Offer1,Agent,SUV,2,8002.308333,0,107,3,65,0,3,1,Tuesday,2,1,513.6
EU81458,Oregon,0,1,Higher Education,2/12/11,3,1,3,Married,L3,Offer3,Call Center,Four-Door Car,2,2743.553584,95782,68,6,22,1,1,5,Saturday,6,2,247.847239
JO32686,Arizona,0,1,Bachelor,2/14/11,2,1,2,Married,L3,Offer1,Agent,SUV,1,8139.001346,24992,106,24,8,0,3,0,Monday,7,2,508.8
YY27420,Arizona,0,3,Bachelor,2/1/11,2,0,2,Married,L1,Offer3,Agent,Four-Door Car,2,10507.69496,20043,92,13,9,0,2,1,Tuesday,5,2,516.088544
SX22647,California,0,1,College,1/30/11,1,0,2,Single,L3,Offer3,Call Center,SUV,1,7218.085486,0,104,29,4,0,3,6,Sunday,4,1,748.8
HT31871,Arizona,0,1,High School or Below,1/14/11,3,0,2,Married,L1,Offer4,Branch,Four-Door Car,1,4861.369008,36305,61,19,61,0,9,4,Friday,2,1,292.8
ZB81881,California,0,1,Bachelor,1/28/11,3,0,2,Married,L2,Offer1,Branch,Two-Door Car,2,5786.49398,44784,73,32,35,0,4,4,Friday,4,1,395.386573
XY91562,Oregon,0,3,College,2/24/11,1,1,2,Single,L3,Offer1,Agent,Four-Door Car,2,7707.806541,0,113,0,11,0,3,3,Thursday,8,2,542.4
CQ72935,Arizona,1,1,Bachelor,1/18/11,3,0,2,Divorced,L3,Offer2,Branch,Two-Door Car,2,4974.801539,75644,65,5,68,3,9,1,Tuesday,3,1,467.803638
XR36002,California,0,3,High School or Below,1/4/11,2,1,1,Divorced,L3,Offer1,Branch,Two-Door Car,2,10626.80746,27339,97,0,37,2,2,1,Tuesday,1,1,44.730323
RW70500,Oregon,0,1,Higher Education,1/17/11,3,1,2,Married,L1,Offer1,Agent,Two-Door Car,3,7996.604028,43657,66,21,74,0,2,0,Monday,3,1,316.8
VK53354,Washington,0,3,Bachelor,2/8/11,1,0,2,Single,L3,Offer2,Call Center,Two-Door Car,2,27945.89465,0,95,32,69,0,2,1,Tuesday,6,2,684.0
OI77877,Oregon,0,3,High School or Below,1/9/11,3,0,2,Married,L2,Offer3,Call Center,Four-Door Car,2,7498.290823,31134,96,24,16,0,6,6,Sunday,1,1,666.5271
EH13261,California,0,1,Higher Education,1/26/11,3,0,2,Single,L1,Offer3,Branch,Four-Door Car,3,2637.148672,50512,67,19,16,0,1,2,Wednesday,4,1,351.403677
GW14698,Arizona,0,1,College,2/28/11,3,1,3,Married,L3,Offer4,Web,Four-Door Car,2,4882.493829,80604,61,22,86,0,3,0,Monday,9,2,255.982609
PO56357,California,0,1,High School or Below,1/1/11,3,1,3,Married,L3,Offer1,Web,Four-Door Car,2,5363.528173,64604,67,18,71,1,8,5,Saturday,52,1,272.445607
IC47914,California,0,3,College,2/11/11,1,0,2,Single,L2,Offer2,Web,Four-Door Car,1,3548.397966,0,103,17,18,0,1,4,Friday,6,2,741.6
IK12576,Oregon,0,3,Bachelor,2/13/11,3,1,2,Single,L2,Offer1,Agent,Two-Door Car,2,4233.56878,95647,106,11,30,0,1,6,Sunday,6,2,508.8
NC68853,Oregon,0,1,High School or Below,1/15/11,1,0,2,Married,L3,Offer1,Call Center,SUV,2,11293.98192,0,104,19,32,0,2,5,Saturday,2,1,499.2
TG40558,Oregon,0,1,High School or Below,1/10/11,3,0,1,Married,L3,Offer2,Web,Four-Door Car,2,7258.992716,60969,61,9,5,0,2,0,Monday,2,1,146.119178
NB40107,Arizona,0,3,High School or Below,1/23/11,1,0,2,Single,L1,Offer1,Web,Four-Door Car,1,2695.455483,0,76,33,84,0,1,6,Sunday,3,1,547.2
XD86462,Oregon,0,3,College,2/4/11,3,0,2,Single,L3,Offer3,Agent,Four-Door Car,2,6063.19979,20676,79,28,27,0,7,4,Friday,5,2,379.2
HA45220,California,0,1,High School or Below,2/26/11,3,1,1,Married,L3,Offer1,Branch,Four-Door Car,3,5258.251562,37874,65,30,65,0,8,5,Saturday,8,2,41.016038
OT24208,California,0,1,Bachelor,1/5/11,2,0,2,Married,L3,Offer3,Agent,Four-Door Car,2,12390.47778,14382,66,8,48,0,2,2,Wednesday,1,1,316.8
LM93586,Arizona,0,3,High School or Below,1/16/11,3,0,2,Married,L1,Offer2,Agent,Four-Door Car,2,3677.784051,32314,92,7,80,0,1,6,Sunday,2,1,662.4
CA70404,California,0,3,High School or Below,2/4/11,3,0,3,Married,L2,Offer2,Branch,Two-Door Car,1,6104.849081,62455,77,27,85,1,5,4,Friday,5,2,338.144854
UY94269,Oregon,0,1,Higher Education,1/15/11,3,1,2,Married,L3,Offer3,Agent,Two-Door Car,2,2991.423685,35605,74,0,95,0,1,5,Saturday,2,1,355.2
FM59265,Washington,0,1,Bachelor,1/3/11,1,1,2,Married,L3,Offer2,Agent,SUV,2,8034.520139,0,103,16,50,0,7,0,Monday,1,1,741.6
TZ51184,Arizona,0,3,College,1/10/11,1,0,2,Single,L3,Offer1,Agent,SUV,2,9778.984109,0,137,7,15,0,3,0,Monday,2,1,986.4
BZ85280,Oregon,0,1,College,2/23/11,2,0,3,Married,L1,Offer3,Agent,Four-Door Car,2,7284.262288,10334,64,5,80,0,2,2,Wednesday,8,2,296.962938
BL93527,Arizona,0,1,High School or Below,2/27/11,3,0,2,Single,L3,Offer1,Branch,Two-Door Car,2,2728.03759,44025,69,0,75,0,1,6,Sunday,8,2,331.2
FL77069,California,0,1,Bachelor,1/27/11,3,1,1,Married,L1,Offer1,Agent,Luxury,1,7519.029686,32397,190,14,95,0,1,3,Thursday,4,1,334.626758
HX31231,Arizona,0,3,Bachelor,2/1/11,2,1,2,Married,L3,Offer2,Call Center,Four-Door Car,2,8183.592208,24345,106,15,21,0,3,1,Tuesday,5,2,637.695945
OO11998,Oregon,0,1,Higher Education,1/19/11,3,0,2,Married,L2,Offer1,Branch,SUV,2,4583.748377,94804,115,13,79,4,1,2,Wednesday,3,1,764.592151
CW12066,Oregon,1,1,College,1/26/11,2,1,2,Married,L1,Offer1,Branch,Luxury,3,11638.89947,25370,102,10,77,0,2,2,Wednesday,4,1,489.6
GD17919,Arizona,0,3,College,2/21/11,1,1,2,Single,L2,Offer1,Call Center,Four-Door Car,2,14455.86021,0,78,2,63,0,2,0,Monday,8,2,561.6
HA40978,California,0,3,College,1/12/11,3,0,2,Single,L1,Offer1,Call Center,Four-Door Car,1,8478.278069,53234,109,27,37,0,7,2,Wednesday,2,1,1212.988796
DO80363,Arizona,0,3,High School or Below,2/27/11,1,0,2,Single,L2,Offer3,Branch,Four-Door Car,1,3923.265453,0,108,2,38,0,1,6,Sunday,8,2,912.581597
UH79890,Oregon,0,1,High School or Below,1/30/11,1,0,2,Married,L3,Offer2,Agent,Four-Door Car,3,5201.707743,0,70,2,49,0,9,6,Sunday,4,1,336.0
HA82735,Arizona,0,3,Bachelor,1/1/11,1,1,2,Single,L2,Offer1,Web,SUV,2,3857.947176,0,121,12,67,2,1,5,Saturday,52,1,1032.204305
DQ71306,Oregon,0,3,High School or Below,2/2/11,2,0,2,Married,L1,Offer3,Call Center,Four-Door Car,2,3649.658983,19013,95,1,58,0,1,2,Wednesday,5,2,456.0
GN64199,Oregon,0,1,Higher Education,2/2/11,1,1,2,Single,L2,Offer1,Branch,Four-Door Car,2,2652.289648,0,73,2,35,0,1,2,Wednesday,5,2,490.690995
OU78642,Arizona,0,1,Higher Education,2/27/11,3,1,3,Married,L3,Offer2,Web,Luxury,2,7583.56435,81568,186,0,73,0,1,6,Sunday,8,2,737.442295
PR59105,Oregon,0,1,High School or Below,2/18/11,3,1,3,Divorced,L3,Offer1,Agent,Four-Door Car,3,8535.108303,53223,72,9,0,0,2,4,Friday,7,2,299.788806
TM94572,Arizona,0,3,Bachelor,1/6/11,1,0,2,Single,L2,Offer1,Agent,SUV,2,4152.652599,0,123,33,13,0,1,3,Thursday,1,1,885.6
AP63665,Oregon,0,3,Bachelor,1/12/11,3,1,1,Divorced,L1,Offer2,Agent,Four-Door Car,2,7166.343469,59253,89,17,70,0,3,2,Wednesday,2,1,67.801384
AZ64856,California,0,3,High School or Below,2/17/11,3,1,2,Married,L1,Offer4,Agent,SUV,3,5048.051359,34452,126,2,51,0,1,3,Thursday,7,2,604.8
IC12985,Arizona,0,3,Bachelor,1/13/11,3,0,2,Married,L2,Offer2,Call Center,Four-Door Car,1,4579.605586,40160,118,7,48,1,1,3,Thursday,2,1,566.4
KH81863,Oregon,1,1,College,1/28/11,2,1,2,Single,L3,Offer2,Web,Four-Door Car,3,4605.036646,22571,63,29,51,0,9,4,Friday,4,1,302.4
EE49066,Oregon,0,1,High School or Below,2/9/11,3,1,2,Married,L2,Offer3,Branch,Four-Door Car,2,4969.529102,62365,62,0,99,0,8,2,Wednesday,6,2,297.6
IZ37104,California,0,1,Higher Education,1/26/11,1,0,2,Married,L2,Offer4,Call Center,Four-Door Car,2,2267.604038,0,61,3,67,0,1,2,Wednesday,4,1,292.8
BA66627,Nevada,0,1,Bachelor,1/21/11,3,1,1,Single,L3,Offer1,Branch,Luxury,2,36229.40842,22220,105,29,46,0,2,4,Friday,3,1,22.45383
XZ54522,Nevada,0,3,Bachelor,2/25/11,3,1,1,Single,L1,Offer1,Branch,Two-Door Car,2,8810.89555,76266,110,24,88,1,3,4,Friday,8,2,155.708627
VE46465,Oregon,0,3,Higher Education,1/26/11,1,0,2,Married,L2,Offer1,Agent,Luxury,2,4656.488488,0,128,6,37,1,1,2,Wednesday,4,1,1548.310532
LD71221,Oregon,0,1,Bachelor,1/31/11,1,1,3,Divorced,L3,Offer2,Branch,Two-Door Car,2,4318.088108,0,68,7,53,3,3,0,Monday,5,1,230.109964
YB66933,Washington,0,1,Bachelor,2/26/11,3,1,1,Divorced,L3,Offer1,Call Center,Four-Door Car,2,5382.752045,77552,68,33,76,1,7,5,Saturday,8,2,45.215059
EQ15944,Oregon,0,1,Higher Education,2/16/11,3,1,2,Married,L2,Offer4,Web,Four-Door Car,1,2953.617963,76474,74,4,79,2,1,2,Wednesday,7,2,355.2
CR92272,Arizona,0,1,Higher Education,1/16/11,3,1,3,Married,L2,Offer1,Agent,SUV,2,8051.56643,57664,100,21,48,0,7,6,Sunday,2,1,344.92729
JJ94311,Oregon,0,3,Bachelor,1/4/11,3,0,2,Married,L2,Offer3,Call Center,Four-Door Car,1,6627.148927,82377,83,28,19,0,7,1,Tuesday,1,1,498.335261
EO42272,California,0,1,Bachelor,1/11/11,3,1,2,Divorced,L3,Offer4,Branch,Four-Door Car,1,10148.41973,44856,66,24,71,1,2,1,Tuesday,2,1,316.8
LA34671,Arizona,0,3,College,2/13/11,1,0,2,Single,L3,Offer1,Agent,Four-Door Car,1,7628.749434,0,77,17,65,0,2,6,Sunday,6,2,369.6
ZF73834,California,1,1,Bachelor,2/14/11,3,1,3,Married,L3,Offer2,Agent,Four-Door Car,2,2582.408525,76731,64,2,68,0,1,0,Monday,7,2,201.455005
UM14135,Nevada,1,3,Bachelor,1/26/11,3,1,2,Divorced,L1,Offer1,Agent,Four-Door Car,2,3265.156348,25820,82,10,69,0,1,2,Wednesday,4,1,393.6
YA14448,Arizona,0,3,College,2/10/11,1,1,2,Married,L2,Offer4,Branch,Four-Door Car,2,5996.065073,0,83,5,59,0,9,3,Thursday,6,2,398.4
QL10321,California,0,1,Higher Education,2/6/11,3,1,1,Married,L2,Offer3,Agent,Four-Door Car,2,5768.830622,92509,71,16,43,0,8,6,Sunday,5,2,109.296118
ZL17677,Washington,0,1,Higher Education,2/10/11,2,1,2,Married,L2,Offer2,Agent,Two-Door Car,3,21480.81781,15505,68,24,2,0,2,3,Thursday,6,2,383.890867
WE57129,Washington,0,1,Higher Education,1/28/11,3,0,2,Married,L3,Offer2,Branch,Two-Door Car,1,2891.717971,21979,73,7,86,0,1,4,Friday,4,1,518.686584
SO57563,Arizona,0,3,College,2/3/11,3,0,1,Married,L3,Offer3,Call Center,Four-Door Car,2,7381.914168,54878,96,5,11,3,9,3,Thursday,5,2,204.953947
SO38188,Oregon,0,3,Bachelor,1/24/11,3,0,2,Married,L2,Offer1,Agent,SUV,2,5308.617246,40178,136,7,13,0,1,0,Monday,4,1,652.8
YD65161,California,0,1,Bachelor,1/18/11,3,1,1,Married,L3,Offer4,Agent,Four-Door Car,1,2912.59798,65436,73,14,55,0,1,1,Tuesday,3,1,40.752864
QH12810,Oregon,0,1,Bachelor,1/3/11,1,1,2,Single,L3,Offer2,Agent,SUV,3,11814.47532,0,106,1,38,0,2,0,Monday,1,1,763.2
OU81877,Oregon,0,1,High School or Below,1/9/11,1,0,2,Married,L1,Offer4,Agent,Four-Door Car,2,4726.963307,0,64,10,16,0,6,6,Sunday,1,1,307.2
CN49086,California,1,3,Higher Education,1/30/11,3,0,2,Married,L3,Offer2,Branch,SUV,2,5073.282126,57709,125,10,26,0,1,6,Sunday,4,1,600.0
BD53342,Washington,1,3,College,2/12/11,3,1,2,Divorced,L2,Offer1,Branch,Four-Door Car,2,3096.511217,21604,79,14,28,0,1,5,Saturday,6,2,379.2
FI75266,Oregon,0,1,Bachelor,1/2/11,3,0,2,Married,L1,Offer3,Agent,Four-Door Car,3,7891.584409,28422,68,5,63,1,2,6,Sunday,52,1,453.909559
GH86762,California,0,3,Bachelor,1/13/11,3,1,3,Single,L2,Offer1,Web,SUV,1,19454.40847,59853,124,18,79,0,2,3,Thursday,2,1,570.847354
HP55853,California,1,3,College,1/11/11,3,0,2,Single,L3,Offer2,Branch,Four-Door Car,2,22332.43946,49078,97,10,3,0,2,1,Tuesday,2,1,484.013411
WB43408,Oregon,0,1,College,1/15/11,3,1,2,Married,L3,Offer4,Branch,SUV,2,4598.235733,51523,116,11,20,0,1,5,Saturday,2,1,738.840818
MF41879,Oregon,0,1,Higher Education,2/6/11,1,0,2,Married,L2,Offer2,Web,SUV,1,8215.388242,0,110,10,32,0,7,6,Sunday,5,2,601.021286
YU21725,Washington,0,1,High School or Below,1/3/11,1,1,2,Single,L3,Offer1,Agent,Four-Door Car,2,4903.152748,0,66,22,1,1,3,0,Monday,1,1,475.2
AY98473,Arizona,0,1,College,2/15/11,3,1,2,Married,L3,Offer2,Web,SUV,1,24186.88247,32989,102,25,12,0,2,1,Tuesday,7,2,489.6
TX34322,Oregon,0,1,College,1/26/11,1,0,2,Married,L1,Offer1,Call Center,Two-Door Car,1,2419.306466,0,70,12,29,1,1,2,Wednesday,4,1,336.0
AK61491,Oregon,1,1,Higher Education,1/29/11,3,0,1,Divorced,L3,Offer1,Agent,Four-Door Car,3,2491.317024,36631,62,30,77,0,1,5,Saturday,4,1,67.530904
XC32316,Arizona,1,3,High School or Below,1/31/11,1,0,2,Married,L1,Offer1,Agent,SUV,2,9657.579498,0,131,34,61,0,9,0,Monday,5,1,628.8
WN59735,California,0,1,College,1/17/11,3,1,1,Married,L1,Offer2,Branch,Four-Door Car,2,2621.116054,26477,66,18,37,0,1,0,Monday,3,1,144.987956
WW99844,Oregon,0,1,High School or Below,2/7/11,3,1,1,Married,L2,Offer3,Web,Four-Door Car,2,4944.088762,53607,61,4,18,0,9,0,Monday,6,2,93.891207
YG38576,Arizona,0,1,College,1/27/11,2,0,2,Married,L2,Offer4,Agent,Four-Door Car,1,5206.761563,21594,71,16,23,3,3,3,Thursday,4,1,340.8
AT62618,Oregon,0,3,Bachelor,2/11/11,1,1,2,Single,L2,Offer2,Web,Four-Door Car,2,6109.135438,0,85,25,24,0,6,4,Friday,6,2,612.0
EE48429,Nevada,0,1,High School or Below,1/28/11,3,1,2,Divorced,L2,Offer4,Branch,Two-Door Car,1,2601.468833,80584,65,33,17,0,1,4,Friday,4,1,312.0
SX95355,Oregon,0,1,Bachelor,2/27/11,3,1,2,Married,L3,Offer3,Call Center,Four-Door Car,1,5849.486464,67511,73,3,5,0,8,6,Sunday,8,2,350.4
IU54219,Oregon,1,3,Higher Education,2/17/11,2,1,2,Married,L3,Offer2,Agent,Two-Door Car,2,16301.9676,19614,85,21,32,0,2,3,Thursday,7,2,574.024018
WX65636,Arizona,0,3,Bachelor,2/11/11,1,1,2,Single,L2,Offer1,Agent,Four-Door Car,2,26462.75908,0,82,15,88,2,2,4,Friday,6,2,511.320391
ZE71012,Nevada,0,1,Bachelor,1/6/11,3,0,2,Married,L2,Offer3,Agent,Two-Door Car,2,26199.52707,20346,74,13,57,0,2,3,Thursday,1,1,358.643521
PU36617,Arizona,0,3,College,2/7/11,3,0,1,Married,L1,Offer3,Call Center,Four-Door Car,2,6470.535463,48638,82,16,29,0,3,0,Monday,6,2,183.104441
PA18731,Oregon,0,1,College,2/26/11,3,1,3,Married,L3,Offer3,Branch,SUV,1,9501.005425,46855,119,13,94,0,9,5,Saturday,8,2,472.391125
IC51895,Arizona,0,3,College,2/27/11,3,1,2,Married,L2,Offer2,Branch,Two-Door Car,2,10970.13221,38873,92,6,33,0,2,6,Sunday,8,2,599.811172
FU43761,Nevada,0,1,Higher Education,1/9/11,2,1,2,Married,L3,Offer1,Call Center,Four-Door Car,1,2435.619979,25703,62,4,64,0,1,6,Sunday,1,1,297.6
BG51419,Washington,1,3,College,1/3/11,3,0,2,Married,L1,Offer2,Branch,Four-Door Car,2,4362.931238,58842,110,6,74,0,1,0,Monday,1,1,528.0
VY96711,California,0,3,Higher Education,2/19/11,3,1,1,Married,L2,Offer2,Branch,SUV,2,19231.77266,99772,158,10,38,0,2,5,Saturday,7,2,51.902587
KT97561,Arizona,1,1,High School or Below,2/4/11,2,0,2,Married,L2,Offer1,Web,Luxury,2,8382.630118,19683,117,17,41,1,9,4,Friday,5,2,561.6
BW80872,Washington,0,3,High School or Below,1/13/11,3,0,1,Married,L2,Offer2,Web,Four-Door Car,2,4434.411172,34549,111,8,78,0,1,3,Thursday,2,1,125.933005
TZ81094,Nevada,0,1,High School or Below,1/18/11,2,1,2,Married,L3,Offer3,Branch,Two-Door Car,2,2372.155492,19030,62,7,22,0,1,1,Tuesday,3,1,355.820799
XA27536,Washington,0,3,College,2/21/11,3,0,2,Divorced,L3,Offer1,Web,Four-Door Car,2,3611.183505,63329,92,33,87,0,1,0,Monday,8,2,441.6
LR61007,Arizona,0,3,High School or Below,1/5/11,3,0,3,Married,L3,Offer4,Agent,Two-Door Car,2,3034.797717,79253,76,23,7,0,1,2,Wednesday,1,1,254.984946
WH20102,California,1,1,College,1/11/11,3,0,2,Married,L2,Offer2,Call Center,SUV,2,9095.049868,37937,116,11,42,0,5,1,Tuesday,2,1,556.8
FG60807,Oregon,0,1,High School or Below,2/1/11,3,1,3,Married,L3,Offer4,Agent,Four-Door Car,2,4884.15708,21766,62,29,65,0,3,1,Tuesday,5,2,179.14181
TV77808,Arizona,0,1,High School or Below,1/13/11,3,0,2,Married,L2,Offer2,Branch,Four-Door Car,3,5681.307056,67132,71,34,71,0,6,3,Thursday,2,1,466.371705
LA66902,Arizona,0,1,College,2/3/11,1,0,2,Single,L2,Offer1,Agent,Two-Door Car,2,2458.562965,0,71,21,8,1,1,3,Thursday,5,2,511.2
PA38372,Washington,0,3,High School or Below,1/13/11,3,1,1,Married,L2,Offer1,Branch,Four-Door Car,2,9357.737821,33060,117,19,91,0,3,3,Thursday,2,1,56.731578
NX11526,Arizona,1,1,Bachelor,1/3/11,3,0,2,Married,L2,Offer2,Agent,Two-Door Car,2,2759.978287,92296,69,4,65,0,1,0,Monday,1,1,331.2
HU72679,Oregon,0,1,Higher Education,2/27/11,3,0,3,Divorced,L3,Offer3,Branch,SUV,2,9635.58373,90334,119,4,46,0,9,6,Sunday,8,2,423.785148
HC60268,Oregon,0,3,College,1/23/11,3,0,2,Divorced,L2,Offer1,Web,Four-Door Car,2,8346.019875,40105,104,21,26,0,3,6,Sunday,3,1,878.413622
SO18542,Oregon,0,1,Bachelor,1/28/11,3,1,2,Married,L3,Offer1,Agent,SUV,2,8370.56545,33409,105,4,17,0,7,4,Friday,4,1,553.553427
SM54018,California,0,3,College,2/1/11,1,1,2,Single,L3,Offer1,Web,Two-Door Car,2,12689.42804,0,117,4,89,1,2,1,Tuesday,5,2,1163.669865
CN22369,California,1,1,Bachelor,2/17/11,2,0,2,Divorced,L3,Offer2,Web,Four-Door Car,2,2538.62632,18608,71,13,24,0,1,3,Thursday,7,2,340.8
WY17333,California,0,1,High School or Below,1/23/11,3,0,2,Single,L3,Offer1,Branch,Four-Door Car,2,4732.219556,55385,61,7,22,0,3,6,Sunday,3,1,292.8
LP76290,Oregon,0,3,Higher Education,1/30/11,3,0,2,Single,L2,Offer4,Web,Four-Door Car,2,8246.830811,62588,104,21,22,0,3,6,Sunday,4,1,499.2
UF93434,Oregon,0,1,College,2/13/11,3,1,2,Divorced,L3,Offer3,Call Center,Four-Door Car,2,2548.393565,22050,66,9,47,0,1,6,Sunday,6,2,316.8
VW70435,Oregon,1,1,Bachelor,1/26/11,3,0,2,Married,L3,Offer2,Call Center,Two-Door Car,2,4929.549699,25632,63,27,52,0,7,2,Wednesday,4,1,351.270869
AV96010,Oregon,0,3,College,1/29/11,3,0,1,Single,L2,Offer1,Call Center,Two-Door Car,2,3289.120863,40097,92,23,35,4,1,5,Saturday,4,1,227.221652
DX70966,Nevada,1,1,College,1/11/11,3,1,1,Single,L2,Offer2,Agent,Two-Door Car,2,2771.045031,50071,71,3,32,0,1,1,Tuesday,2,1,18.918935
VW65429,Arizona,0,3,High School or Below,1/20/11,3,0,3,Married,L2,Offer1,Agent,Four-Door Car,2,6899.709949,37308,86,19,69,0,9,3,Thursday,3,1,301.011106
LY17372,Arizona,0,3,College,2/28/11,3,0,2,Divorced,L3,Offer1,Branch,SUV,1,5112.306584,44743,137,16,55,4,1,0,Monday,9,2,741.300032
BE61743,Washington,0,1,Bachelor,1/28/11,3,0,3,Married,L3,Offer3,Web,Luxury,1,4109.793608,86657,103,22,51,0,1,4,Friday,4,1,316.227946
GP56044,Washington,0,3,High School or Below,1/22/11,3,0,2,Married,L3,Offer2,Agent,SUV,3,27440.61101,84306,137,16,37,0,2,5,Saturday,3,1,863.413385
EA63660,California,0,1,College,1/24/11,1,1,2,Single,L3,Offer1,Agent,SUV,2,20957.60504,0,118,29,45,0,2,0,Monday,4,1,566.4
DP50640,California,0,1,Bachelor,1/5/11,3,0,2,Married,L3,Offer2,Call Center,Four-Door Car,1,2548.842787,47346,65,6,35,0,1,2,Wednesday,1,1,312.0
MM45897,Nevada,0,1,Bachelor,2/12/11,3,0,2,Married,L3,Offer3,Call Center,Four-Door Car,3,2714.654446,88545,68,25,33,0,1,5,Saturday,6,2,374.108319
OZ86942,California,0,1,Bachelor,1/31/11,3,1,2,Married,L3,Offer2,Agent,Four-Door Car,2,5790.462518,52443,73,0,47,1,4,0,Monday,5,1,350.4
WI65397,Oregon,0,3,Bachelor,2/17/11,3,1,1,Divorced,L2,Offer1,Agent,Two-Door Car,2,7627.31479,36084,99,3,9,1,7,3,Thursday,7,2,152.779038
OQ69520,Arizona,0,1,Higher Education,2/3/11,3,1,1,Divorced,L3,Offer1,Agent,Four-Door Car,1,7903.993374,35406,69,13,15,4,2,3,Thursday,5,2,67.504452
QK12068,Oregon,0,1,High School or Below,1/17/11,1,1,2,Single,L3,Offer4,Agent,Four-Door Car,1,5293.717318,0,74,14,43,0,4,0,Monday,3,1,712.126586
KF98735,California,0,3,Bachelor,1/31/11,3,0,3,Married,L3,Offer2,Agent,Four-Door Car,2,3673.990748,41185,99,20,6,4,1,0,Monday,5,1,363.613596
BH28530,California,0,3,High School or Below,1/15/11,3,0,2,Married,L2,Offer4,Web,Luxury,2,21592.10096,51204,181,28,23,0,2,5,Saturday,2,1,929.554445
DW62043,Oregon,0,1,College,2/5/11,3,1,2,Divorced,L3,Offer2,Call Center,Four-Door Car,2,2452.059049,30216,63,18,74,0,1,5,Saturday,5,2,302.4
AF41118,California,0,3,College,1/5/11,2,0,2,Married,L2,Offer1,Branch,Two-Door Car,1,7255.714453,10710,94,12,33,0,7,2,Wednesday,1,1,451.2
KI82366,Arizona,0,3,College,1/13/11,1,0,2,Single,L3,Offer4,Call Center,Four-Door Car,2,7412.962014,0,112,32,74,0,5,3,Thursday,2,1,806.4
GF97506,Nevada,1,1,High School or Below,1/24/11,1,0,2,Married,L2,Offer2,Web,Luxury,2,9048.983447,0,119,9,8,0,3,0,Monday,4,1,571.2
UQ62739,Oregon,1,3,College,1/19/11,1,0,2,Married,L3,Offer2,Agent,SUV,2,4270.034394,0,122,27,2,0,1,2,Wednesday,3,1,725.870693
WY58555,Oregon,1,1,Bachelor,1/26/11,3,0,2,Married,L3,Offer2,Call Center,Two-Door Car,2,4929.549699,25632,63,27,52,0,7,2,Wednesday,4,1,351.270869
PU11172,Oregon,0,3,High School or Below,1/10/11,1,1,2,Single,L3,Offer1,Web,Four-Door Car,2,3539.97159,0,99,13,87,0,1,0,Monday,2,1,1158.858027
DN30013,Oregon,0,1,College,1/16/11,3,1,3,Married,L3,Offer3,Branch,Four-Door Car,1,5568.889245,53295,70,12,97,0,8,6,Sunday,2,1,250.423844
ZI60303,Oregon,0,3,High School or Below,1/28/11,1,0,2,Single,L2,Offer3,Branch,Luxury,2,9817.026936,0,139,9,22,0,6,4,Friday,4,1,1000.8
MR56401,Oregon,0,1,College,2/13/11,3,1,2,Married,L3,Offer3,Call Center,Four-Door Car,3,2542.845763,37072,64,1,1,0,1,6,Sunday,6,2,307.2
FM14335,Washington,1,3,College,2/1/11,3,1,1,Divorced,L1,Offer2,Agent,Four-Door Car,2,10484.91535,61108,89,22,93,0,2,1,Tuesday,5,2,49.451117
FK54851,California,0,3,High School or Below,1/31/11,3,0,2,Married,L3,Offer2,Branch,Two-Door Car,2,6310.400194,79880,79,22,68,1,7,0,Monday,5,1,568.8
YF38355,Washington,0,1,Higher Education,2/25/11,3,0,2,Divorced,L3,Offer2,Web,SUV,2,8106.221539,81580,101,2,56,0,6,4,Friday,8,2,633.439417
TN39471,Arizona,0,3,High School or Below,2/8/11,1,1,2,Married,L2,Offer4,Agent,Two-Door Car,2,3398.007367,0,92,7,75,0,1,1,Tuesday,6,2,611.844584
MT53449,Arizona,1,3,Higher Education,2/17/11,2,1,2,Married,L3,Offer2,Agent,Two-Door Car,2,16301.9676,19614,85,21,32,0,2,3,Thursday,7,2,574.024018
DV22542,California,0,1,High School or Below,1/27/11,3,0,3,Divorced,L3,Offer2,Branch,Two-Door Car,3,2722.408776,58620,68,8,60,0,1,3,Thursday,4,1,292.135884
TO82744,California,0,3,High School or Below,1/4/11,1,1,2,Single,L3,Offer3,Agent,Luxury,3,15789.65496,0,212,28,51,0,4,1,Tuesday,1,1,1526.4
OG17756,Arizona,1,3,College,2/14/11,2,1,2,Divorced,L2,Offer1,Agent,Luxury,2,4904.894731,12902,139,3,51,0,1,0,Monday,7,2,667.2
DO51363,Oregon,0,3,Bachelor,2/4/11,3,1,2,Married,L1,Offer2,Call Center,Two-Door Car,2,3785.754787,26318,96,23,29,0,1,4,Friday,5,2,679.392372
BJ26599,Oregon,0,1,Bachelor,1/2/11,2,0,2,Single,L3,Offer1,Agent,Four-Door Car,1,4200.818894,20263,63,31,2,0,7,6,Sunday,52,1,373.454457
LX24476,Oregon,0,3,Bachelor,1/24/11,1,1,3,Married,L3,Offer2,Web,Four-Door Car,2,3619.060986,0,98,27,47,0,1,0,Monday,4,1,310.842085
